,ID,start_time,completion_time,email,name,gender,age,start_sector,bus_frequency,bus_waiting_time,bus_avg_spending,taxi_frequency,taxi_waiting_time,taxi_avg_spending,service_freq_order,trip_avg_time,trip_avg_km,transport_energy_source,pay_more_no_gas,EV_worries,env_pay_no_more_taxi,route_pay_no_more_taxi,env_pay_no_more_bus,transport_alternatives,massive_transport_weakness
109,164,7/7/20-15:16:03,7/7/20-15:21:59,anonymous,,Hombre,18-24,Norte_de_Quito,4_dias_a_la_semana,10-20_minutos,0.50_cvs,2_dias_a_la_semana,menos_de_5_minutos,de_4_a_6_dolares,Taxi_Amarillo;Uber;Cabify;In_drive;Otra,21_a_30_minutos,8-15,Combustible_fosil,SI,Tiempo_de_autonomia,0.5_cvs,1_dolar,0.20_cvs,Bicicleta;A_pie,Limpieza;Respeto_de_distancias_de_usuarios;
110,165,7/7/20-15:16:05,7/7/20-15:23:13,anonymous,,Hombre,18-24,Norte_de_Quito,4_dias_a_la_semana,10-20_minutos,0.50_cvs,2_dias_a_la_semana,10-20_minutos,de_2_a_3_dolares,Uber;Cabify;Taxi_Amarillo;In_drive;Otra,menos_de_20_minutos,8-15,Combustible_fosil,NO,Seguridad_del_vehiculo,1.5_dolares,1.5_dolares,0.30_cvs,A_pie,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;Pago_electronico;
111,166,7/7/20-15:31:08,7/7/20-15:32:15,anonymous,,Hombre,18-24,Norte_de_Quito,5_o_mas_dias_a_la_semana,10-20_minutos,1.00,No_me_movilizo_en_taxi,,,,,,,,,,,,,
112,167,7/7/20-15:16:06,7/7/20-16:31:27,anonymous,,Hombre,18-24,Carapungo-Calderon_y_alrededores,1_dia_a_la_semana,10-20_minutos,1.00,No_me_movilizo_en_taxi,,,,,,,,,,,,,
113,168,7/8/20-14:31:11,7/8/20-14:34:50,anonymous,,Hombre,18-24,Norte_de_Quito,5_o_mas_dias_a_la_semana,mas_de_20_minutos,1.00,2_dias_a_la_semana,mas_de_20_minutos,de_2_a_3_dolares,Uber;Cabify;Taxi_Amarillo;In_drive;Otra,41_a_50_minutos,24-31,Electrico,SI,Tiempo_de_autonomia,0.5_cvs,0.5_cvs,0.15_cvs,Bicicleta;A_pie,Limpieza;Respeto_de_distancias_de_usuarios;Pago_electronico;
114,169,7/8/20-15:03:36,7/8/20-15:10:53,anonymous,,Hombre,18-24,Carapungo-Calderon_y_alrededores,5_o_mas_dias_a_la_semana,mas_de_20_minutos,1.5,2_dias_a_la_semana,5-10_minutos,de_4_a_6_dolares,Uber;Cabify;In_drive;Taxi_Amarillo;Otra,41_a_50_minutos,32-39,Electrico,SI,Tiempo_de_autonomia,0.75_cvs,1.5_dolares,0.30_cvs,Bicicleta;A_pie;Monopatin;Motocicleta,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;Pago_electronico;
115,170,7/9/20-18:59:38,7/9/20-19:00:00,anonymous,,Hombre,18-24,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
116,171,7/9/20-18:59:55,7/9/20-19:00:45,anonymous,,Hombre,18-24,Valle_de_Tumbaco_y_alrededores,5_o_mas_dias_a_la_semana,5-10_minutos,1.00,No_me_movilizo_en_taxi,,,,,,,,,,,,,
117,172,7/9/20-18:59:38,7/9/20-19:01:50,anonymous,,Mujer,18-24,Norte_de_Quito,No_me_movilizo_en_bus,,,3_dias_a_la_semana,10-20_minutos,de_3_a_4_dolares,Uber;Cabify;Taxi_Amarillo;In_drive;Otra,31_a_40_minutos,8-15,Electrico,NO,Seguridad_del_vehiculo,0.25_cvs,0.5_cvs,0.20_cvs,Bicicleta;Monopatin;Motocicleta,Limpieza;Pago_electronico;
118,173,7/9/20-18:59:53,7/9/20-19:02:29,anonymous,,Hombre,18-24,Norte_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,1.00,1_dia_a_la_semana,menos_de_5_minutos,de_3_a_4_dolares,Cabify;Uber;Taxi_Amarillo;Otra;In_drive,21_a_30_minutos,8-15,Electrico,SI,Tiempo_de_autonomia,0.5_cvs,0.5_cvs,0.15_cvs,Bicicleta,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;
119,174,7/9/20-19:02:13,7/9/20-19:02:43,anonymous,,Hombre,18-24,Norte_de_Quito,1_dia_a_la_semana,5-10_minutos,0.50_cvs,No_me_movilizo_en_taxi,,,,,,,,,,,,,
120,175,7/9/20-19:01:18,7/9/20-19:02:59,anonymous,,Hombre,18-24,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
121,176,7/9/20-19:00:00,7/9/20-19:03:00,anonymous,,Hombre,18-24,Norte_de_Quito,4_dias_a_la_semana,10-20_minutos,0.50_cvs,1_dia_a_la_semana,menos_de_5_minutos,de_3_a_4_dolares,Uber;Cabify;In_drive;Taxi_Amarillo;Otra,31_a_40_minutos,16-23,Me_es_indiferente,NO,Tiempo_de_autonomia,0.75_cvs,0.75_cvs,0.25_cvs,Bicicleta,Limpieza;Respeto_de_distancias_de_usuarios;
122,177,7/9/20-19:01:25,7/9/20-19:03:07,anonymous,,Hombre,18-24,Carapungo-Calderon_y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
123,178,7/9/20-19:00:40,7/9/20-19:03:14,anonymous,,Hombre,35-44,Centro_de_Quito,2_dias_a_la_semana,menos_de_5_minutos,0.50_cvs,4_dias_a_la_semana,menos_de_5_minutos,de_3_a_4_dolares,Uber;Cabify;Taxi_Amarillo;In_drive;Otra,21_a_30_minutos,menos_de_8,Me_es_indiferente,SI,Tiempo_de_autonomia,0.5_cvs,0.5_cvs,0.15_cvs,Bicicleta;A_pie,Limpieza;Respeto_de_distancias_de_usuarios;Pago_electronico;
124,179,7/9/20-19:02:29,7/9/20-19:03:17,anonymous,,Hombre,25-34,Valle_de_Tumbaco_y_alrededores,5_o_mas_dias_a_la_semana,mas_de_20_minutos,1.00,No_me_movilizo_en_taxi,,,,,,,,,,,,,
125,180,7/9/20-18:59:59,7/9/20-19:03:24,anonymous,,Mujer,18-24,Norte_de_Quito,1_dia_a_la_semana,10-20_minutos,0.50_cvs,1_dia_a_la_semana,5-10_minutos,de_4_a_6_dolares,Uber;Taxi_Amarillo;Cabify;In_drive;Otra,41_a_50_minutos,24-31,Electrico,SI,Tiempo_de_autonomia,0.25_cvs,0.5_cvs,0.10_cvs,Bicicleta;A_pie,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;
126,181,7/9/20-18:59:57,7/9/20-19:03:38,anonymous,,Hombre,18-24,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
127,182,7/9/20-19:00:06,7/9/20-19:04:00,anonymous,,Hombre,18-24,Valle_de_Tumbaco_y_alrededores,5_o_mas_dias_a_la_semana,5-10_minutos,1.00,1_dia_a_la_semana,10-20_minutos,menos_de_2,Taxi_Amarillo;Otra;Cabify;Uber;In_drive,menos_de_20_minutos,menos_de_8,Electrico,NO,Velocidad_del_vehiculo,1_dolar,1_dolar,0.25_cvs,A_pie,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;Pago_electronico;
128,183,7/9/20-19:00:10,7/9/20-19:04:23,anonymous,,Hombre,18-24,Norte_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,1.00,1_dia_a_la_semana,5-10_minutos,de_4_a_6_dolares,Uber;Cabify;Taxi_Amarillo;In_drive;Otra,21_a_30_minutos,8-15,Electrico,NO,Velocidad_del_vehiculo,0.75_cvs,1_dolar,0.25_cvs,Bicicleta;Motocicleta,Limpieza;Respeto_de_distancias_de_usuarios;Pago_electronico;
129,184,7/9/20-19:00:07,7/9/20-19:04:26,anonymous,,Hombre,25-34,Centro_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,1.00,5_o_mas_dias_a_la_semana,5-10_minutos,de_3_a_4_dolares,Taxi_Amarillo;Otra;In_drive;Cabify;Uber,21_a_30_minutos,8-15,Electrico,SI,Velocidad_del_vehiculo,1.5_dolares,1.5_dolares,0.30_cvs,Bicicleta;A_pie,Limpieza;Respeto_de_distancias_de_usuarios;
130,185,7/9/20-19:00:43,7/9/20-19:04:57,anonymous,,Hombre,18-24,Norte_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,0.50_cvs,1_dia_a_la_semana,menos_de_5_minutos,de_3_a_4_dolares,Taxi_Amarillo;Uber;Cabify;Otra;In_drive,menos_de_20_minutos,menos_de_8,Electrico,SI,Tiempo_de_autonomia,1_dolar,1.5_dolares,0.25_cvs,Bicicleta;A_pie,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;Pago_electronico;
131,186,7/9/20-19:03:12,7/9/20-19:05:28,anonymous,,Hombre,18-24,Norte_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,1.25,2_dias_a_la_semana,5-10_minutos,de_4_a_6_dolares,Taxi_Amarillo;Uber;Cabify;In_drive;Otra,31_a_40_minutos,8-15,Electrico,SI,"Confort_(calidad_del_aire,ruido)",0.25_cvs,0.75_cvs,0.15_cvs,A_pie,Limpieza;
132,187,7/10/20-12:50:11,7/10/20-12:50:39,anonymous,,Hombre,18-24,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
133,188,7/10/20-12:50:22,7/10/20-12:50:47,anonymous,,Hombre,18-24,Norte_de_Quito,2_dias_a_la_semana,10-20_minutos,0.50_cvs,No_me_movilizo_en_taxi,,,,,,,,,,,,,
134,189,7/10/20-12:50:32,7/10/20-12:51:15,anonymous,,Hombre,18-24,Valle_de_Tumbaco_y_alrededores,5_o_mas_dias_a_la_semana,10-20_minutos,1.00,No_me_movilizo_en_taxi,,,,,,,,,,,,,
135,190,7/10/20-12:50:11,7/10/20-12:51:55,anonymous,,Hombre,18-24,Norte_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,1.00,No_me_movilizo_en_taxi,,,,,,,,,,,,,
136,191,7/10/20-17:53:22,7/10/20-17:53:45,anonymous,,Hombre,18-24,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
137,192,7/10/20-17:52:57,7/10/20-17:53:48,anonymous,,Hombre,18-24,Sur_de_Quito,5_o_mas_dias_a_la_semana,10-20_minutos,0.50_cvs,No_me_movilizo_en_taxi,,,,,,,,,,,,,
138,193,7/10/20-17:53:07,7/10/20-17:54:14,anonymous,,Hombre,18-24,Valle_de_los_Chillos__y_alrededores,5_o_mas_dias_a_la_semana,10-20_minutos,mas_de_1.5,No_me_movilizo_en_taxi,,,,,,,,,,,,,
139,194,7/10/20-17:53:54,7/10/20-17:54:16,anonymous,,Mujer,18-24,Valle_de_los_Chillos__y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
140,195,7/10/20-17:53:09,7/10/20-17:54:18,anonymous,,Hombre,18-24,Sur_de_Quito,1_dia_a_la_semana,menos_de_5_minutos,1.00,No_me_movilizo_en_taxi,,,,,,,,,,,,,
141,196,7/10/20-17:53:32,7/10/20-17:54:24,anonymous,,Hombre,25-34,Norte_de_Quito,5_o_mas_dias_a_la_semana,10-20_minutos,0.50_cvs,No_me_movilizo_en_taxi,,,,,,,,,,,,,
142,197,7/10/20-17:53:29,7/10/20-17:54:47,anonymous,,Hombre,18-24,Mitad_del_Mundo_y_alrededores,3_dias_a_la_semana,10-20_minutos,1.00,No_me_movilizo_en_taxi,,,,,,,,,,,,,
143,198,7/10/20-17:52:50,7/10/20-17:55:05,anonymous,,Hombre,18-24,Norte_de_Quito,3_dias_a_la_semana,5-10_minutos,0.50_cvs,No_me_movilizo_en_taxi,,,,,,,,,,,,,
144,199,7/10/20-17:53:23,7/10/20-17:55:41,anonymous,,Hombre,18-24,Valle_de_Tumbaco_y_alrededores,4_dias_a_la_semana,5-10_minutos,mas_de_1.5,No_me_movilizo_en_taxi,,,,,,,,,,,,,
145,200,7/10/20-17:56:17,7/10/20-17:57:17,anonymous,,Hombre,18-24,Valle_de_los_Chillos__y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
146,201,7/10/20-17:54:20,7/10/20-17:57:53,anonymous,,Hombre,18-24,Carapungo-Calderon_y_alrededores,5_o_mas_dias_a_la_semana,mas_de_20_minutos,1.00,1_dia_a_la_semana,menos_de_5_minutos,de_2_a_3_dolares,Uber;Cabify;Taxi_Amarillo;In_drive;Otra,menos_de_20_minutos,8-15,Electrico,NO,Velocidad_del_vehiculo,0.5_cvs,0.5_cvs,0.15_cvs,Bicicleta;A_pie;Motocicleta,Respeto_de_distancias_de_usuarios;
147,202,7/10/20-17:57:26,7/10/20-17:59:11,anonymous,,Hombre,18-24,Norte_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,1.00,No_me_movilizo_en_taxi,,,,,,,,,,,,,
148,203,7/10/20-17:52:48,7/10/20-18:01:23,anonymous,,Hombre,25-34,Carapungo-Calderon_y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
149,204,7/10/20-17:57:28,7/10/20-18:04:17,anonymous,,Hombre,18-24,Centro_de_Quito,5_o_mas_dias_a_la_semana,mas_de_20_minutos,1.00,1_dia_a_la_semana,10-20_minutos,de_4_a_6_dolares,In_drive;Uber;Cabify;Taxi_Amarillo;Otra,21_a_30_minutos,8-15,Electrico,NO,Tiempo_de_autonomia,0.5_cvs,0.5_cvs,0.15_cvs,Motocicleta,Limpieza;Respeto_de_distancias_de_usuarios;
150,205,7/10/20-17:52:57,7/10/20-18:05:15,anonymous,,Hombre,25-34,Centro_de_Quito,5_o_mas_dias_a_la_semana,mas_de_20_minutos,1.00,1_dia_a_la_semana,10-20_minutos,de_2_a_3_dolares,Taxi_Amarillo;Uber;Cabify;In_drive;Otra,31_a_40_minutos,8-15,Me_es_indiferente,SI,Tiempo_de_autonomia,0.75_cvs,1_dolar,0.30_cvs,Bicicleta;A_pie,Limpieza;Respeto_de_distancias_de_usuarios;
151,206,7/10/20-18:24:32,7/10/20-18:28:38,anonymous,,Hombre,18-24,Centro_de_Quito,No_me_movilizo_en_bus,,,1_dia_a_la_semana,5-10_minutos,de_3_a_4_dolares,Uber;Cabify;Taxi_Amarillo;Otra;In_drive,21_a_30_minutos,8-15,Electrico,SI,Tiempo_de_autonomia,1.5_dolares,1_dolar,0.25_cvs,A_pie,Limpieza;Respeto_de_distancias_de_usuarios;Pago_electronico;
152,207,7/10/20-17:58:17,7/10/20-18:53:51,anonymous,,Hombre,18-24,Norte_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,0.50_cvs,1_dia_a_la_semana,10-20_minutos,de_4_a_6_dolares,Uber;Cabify;In_drive;Otra;Taxi_Amarillo,21_a_30_minutos,menos_de_8,Electrico,SI,Seguridad_del_vehiculo,0.25_cvs,0.75_cvs,0.20_cvs,Bicicleta,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;
153,208,7/10/20-19:57:12,7/10/20-19:58:17,anonymous,,Mujer,18-24,Mitad_del_Mundo_y_alrededores,5_o_mas_dias_a_la_semana,10-20_minutos,1.00,No_me_movilizo_en_taxi,,,,,,,,,,,,,
154,209,7/10/20-19:56:41,7/10/20-19:58:24,anonymous,,Hombre,18-24,Valle_de_Tumbaco_y_alrededores,5_o_mas_dias_a_la_semana,10-20_minutos,0.50_cvs,No_me_movilizo_en_taxi,,,,,,,,,,,,,
155,210,7/10/20-19:57:44,7/10/20-19:59:48,anonymous,,Hombre,25-34,Sur_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,1.00,No_me_movilizo_en_taxi,,,,,,,,,,,,,
156,211,7/10/20-19:58:45,7/10/20-19:59:51,anonymous,,Mujer,18-24,Sur_de_Quito,5_o_mas_dias_a_la_semana,10-20_minutos,0.50_cvs,No_me_movilizo_en_taxi,,,,,,,,,,,,,
157,212,7/10/20-19:56:52,7/10/20-20:02:06,anonymous,,Mujer,18-24,Centro_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,1.00,2_dias_a_la_semana,menos_de_5_minutos,de_3_a_4_dolares,Taxi_Amarillo;Uber;In_drive;Cabify;Otra,31_a_40_minutos,24-31,Me_es_indiferente,SI,Velocidad_del_vehiculo,0.75_cvs,0.75_cvs,0.25_cvs,A_pie,Respeto_de_distancias_de_usuarios;
158,213,7/10/20-19:58:18,7/10/20-20:02:25,anonymous,,Hombre,18-24,Norte_de_Quito,5_o_mas_dias_a_la_semana,10-20_minutos,0.50_cvs,1_dia_a_la_semana,menos_de_5_minutos,de_3_a_4_dolares,Taxi_Amarillo;Uber;Cabify;In_drive;Otra,31_a_40_minutos,menos_de_8,Me_es_indiferente,NO,Tiempo_de_autonomia,0.25_cvs,0.75_cvs,0.10_cvs,Bicicleta;A_pie,Limpieza;
159,214,7/10/20-20:03:46,7/10/20-20:03:59,anonymous,,Hombre,18-24,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
160,215,7/16/20-14:56:56,7/16/20-15:00:08,anonymous,,Mujer,25-34,Norte_de_Quito,5_o_mas_dias_a_la_semana,10-20_minutos,0.50_cvs,2_dias_a_la_semana,5-10_minutos,de_2_a_3_dolares,Taxi_Amarillo;Uber;Cabify;In_drive;Otra,21_a_30_minutos,menos_de_8,Electrico,SI,Seguridad_del_vehiculo,1.5_dolares,1.5_dolares,0.10_cvs,Bicicleta,Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;Pago_electronico;
161,216,7/16/20-14:56:54,7/16/20-15:02:16,anonymous,,Mujer,25-34,Centro_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,1.00,2_dias_a_la_semana,menos_de_5_minutos,de_3_a_4_dolares,Uber;Cabify;In_drive;Taxi_Amarillo;Otra,menos_de_20_minutos,menos_de_8,Electrico,SI,"Confort_(calidad_del_aire,ruido)",1_dolar,0.75_cvs,0.30_cvs,Bicicleta;A_pie,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;Pago_electronico;
162,217,7/16/20-15:08:05,7/16/20-15:09:36,anonymous,,Mujer,25-34,Valle_de_Tumbaco_y_alrededores,5_o_mas_dias_a_la_semana,5-10_minutos,mas_de_1.5,No_me_movilizo_en_taxi,,,,,,,,,,,,,
163,218,7/16/20-15:12:36,7/16/20-15:13:10,anonymous,,Mujer,35-44,Valle_de_los_Chillos__y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
164,219,7/16/20-15:18:48,7/16/20-15:19:53,anonymous,,Mujer,18-24,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
165,220,7/16/20-15:16:43,7/16/20-15:20:35,anonymous,,Mujer,25-34,Centro_de_Quito,No_me_movilizo_en_bus,,,5_o_mas_dias_a_la_semana,5-10_minutos,menos_de_2,Taxi_Amarillo;Uber;Otra;Cabify;In_drive,menos_de_20_minutos,menos_de_8,Electrico,SI,Seguridad_del_vehiculo,1_dolar,1_dolar,0.25_cvs,A_pie,Limpieza;
166,221,7/16/20-15:21:08,7/16/20-15:22:10,anonymous,,Mujer,35-44,Sur_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
167,222,7/16/20-15:19:52,7/16/20-15:23:37,anonymous,,Mujer,45-54,Centro_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,0.50_cvs,3_dias_a_la_semana,5-10_minutos,de_4_a_6_dolares,Cabify;Taxi_Amarillo;Otra;In_drive;Uber,menos_de_20_minutos,menos_de_8,Electrico,SI,"Confort_(calidad_del_aire,ruido)",0.5_cvs,0.5_cvs,0.20_cvs,Motocicleta,Pago_electronico;
168,223,7/16/20-15:20:07,7/16/20-15:23:43,anonymous,,Mujer,18-24,Norte_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,0.50_cvs,4_dias_a_la_semana,menos_de_5_minutos,menos_de_2,Uber;Cabify;Taxi_Amarillo;In_drive;Otra,menos_de_20_minutos,menos_de_8,Me_es_indiferente,NO,Seguridad_del_vehiculo,0.75_cvs,0.75_cvs,0.25_cvs,A_pie;Monopatin,Limpieza;Respeto_de_distancias_de_usuarios;
169,224,7/16/20-15:23:47,7/16/20-15:27:31,anonymous,,Mujer,25-34,Norte_de_Quito,5_o_mas_dias_a_la_semana,mas_de_20_minutos,1.00,2_dias_a_la_semana,5-10_minutos,de_2_a_3_dolares,Uber;Taxi_Amarillo;Otra;Cabify;In_drive,21_a_30_minutos,8-15,Electrico,SI,Tiempo_de_autonomia,0.25_cvs,0.5_cvs,0.25_cvs,A_pie,Limpieza;Respeto_de_distancias_de_usuarios;Pago_electronico;
170,225,7/16/20-15:23:09,7/16/20-15:28:23,anonymous,,Mujer,18-24,Norte_de_Quito,No_me_movilizo_en_bus,,,5_o_mas_dias_a_la_semana,10-20_minutos,de_4_a_6_dolares,Uber;Taxi_Amarillo;Cabify;In_drive;Otra,21_a_30_minutos,8-15,Me_es_indiferente,NO,"Confort_(calidad_del_aire,ruido)",1_dolar,1_dolar,0.30_cvs,A_pie,Pago_electronico;
171,226,7/16/20-15:28:33,7/16/20-15:29:33,anonymous,,Mujer,18-24,Valle_de_los_Chillos__y_alrededores,5_o_mas_dias_a_la_semana,5-10_minutos,mas_de_1.5,No_me_movilizo_en_taxi,,,,,,,,,,,,,
172,227,7/16/20-15:29:38,7/16/20-15:30:07,anonymous,,Hombre,18-24,Valle_de_los_Chillos__y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
173,228,7/16/20-15:36:44,7/16/20-15:40:09,anonymous,,Mujer,25-34,Valle_de_los_Chillos__y_alrededores,2_dias_a_la_semana,5-10_minutos,0.50_cvs,2_dias_a_la_semana,menos_de_5_minutos,menos_de_2,Uber;Taxi_Amarillo;Cabify;In_drive;Otra,menos_de_20_minutos,menos_de_8,Electrico,SI,Tiempo_de_autonomia,0.5_cvs,1_dolar,0.25_cvs,A_pie;Motocicleta,Limpieza;Respeto_de_distancias_de_usuarios;Pago_electronico;
174,229,7/16/20-15:51:38,7/16/20-15:54:44,anonymous,,Mujer,18-24,Norte_de_Quito,2_dias_a_la_semana,5-10_minutos,0.50_cvs,2_dias_a_la_semana,menos_de_5_minutos,de_4_a_6_dolares,Taxi_Amarillo;Uber;Cabify;Otra;In_drive,21_a_30_minutos,8-15,Electrico,SI,"Confort_(calidad_del_aire,ruido)",1_dolar,1_dolar,0.25_cvs,Bicicleta,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;
175,230,7/16/20-15:55:13,7/16/20-15:55:37,anonymous,,Mujer,18-24,Valle_de_los_Chillos__y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
176,231,7/16/20-15:55:39,7/16/20-15:56:26,anonymous,,Mujer,25-34,Valle_de_Tumbaco_y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
177,232,7/16/20-16:00:04,7/16/20-16:01:23,anonymous,,Mujer,18-24,Centro_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
178,233,7/16/20-15:58:24,7/16/20-16:01:42,anonymous,,Mujer,35-44,Valle_de_los_Chillos__y_alrededores,No_me_movilizo_en_bus,,,1_dia_a_la_semana,10-20_minutos,de_3_a_4_dolares,Cabify;Uber;Taxi_Amarillo;In_drive;Otra,21_a_30_minutos,16-23,Electrico,SI,Velocidad_del_vehiculo,1.5_dolares,1.5_dolares,0.30_cvs,Bicicleta;A_pie;Motocicleta,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;Pago_electronico;
179,234,7/16/20-16:01:49,7/16/20-16:02:09,anonymous,,Mujer,18-24,Valle_de_los_Chillos__y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
180,235,7/16/20-16:00:37,7/16/20-16:03:38,anonymous,,Mujer,25-34,Valle_de_Tumbaco_y_alrededores,No_me_movilizo_en_bus,,,1_dia_a_la_semana,5-10_minutos,de_3_a_4_dolares,Cabify;Uber;Otra;In_drive;Taxi_Amarillo,31_a_40_minutos,8-15,Electrico,SI,Seguridad_del_vehiculo,1.5_dolares,1.5_dolares,0.30_cvs,Monopatin,Limpieza;Pago_electronico;
181,236,7/16/20-16:12:07,7/16/20-16:14:29,anonymous,,Mujer,18-24,Norte_de_Quito,3_dias_a_la_semana,10-20_minutos,1.5,2_dias_a_la_semana,5-10_minutos,de_3_a_4_dolares,Taxi_Amarillo;Cabify;Uber;In_drive;Otra,31_a_40_minutos,32-39,Electrico,SI,Seguridad_del_vehiculo,0.75_cvs,1_dolar,0.25_cvs,Bicicleta;A_pie,Limpieza;Respeto_de_distancias_de_usuarios;
182,237,7/16/20-16:17:17,7/16/20-16:19:52,anonymous,,Hombre,18-24,Norte_de_Quito,No_me_movilizo_en_bus,,,2_dias_a_la_semana,menos_de_5_minutos,menos_de_2,Uber;Taxi_Amarillo;Cabify;In_drive;Otra,Mas_de_50_minutos,32-39,Me_es_indiferente,NO,Tiempo_de_autonomia,0.5_cvs,0.5_cvs,0.10_cvs,Bicicleta,Respeto_de_distancias_de_usuarios;
183,238,7/16/20-16:33:25,7/16/20-16:33:57,anonymous,,Mujer,18-24,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
184,239,7/16/20-16:35:37,7/16/20-16:37:18,anonymous,,Mujer,18-24,Norte_de_Quito,5_o_mas_dias_a_la_semana,5-10_minutos,1.00,No_me_movilizo_en_taxi,,,,,,,,,,,,,
185,240,7/16/20-17:17:18,7/16/20-17:17:36,anonymous,,Mujer,18-24,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
186,241,7/16/20-18:06:03,7/16/20-18:07:28,anonymous,,Mujer,35-44,Valle_de_los_Chillos__y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
187,242,7/16/20-19:35:01,7/16/20-19:36:22,anonymous,,Mujer,25-34,Valle_de_los_Chillos__y_alrededores,1_dia_a_la_semana,5-10_minutos,mas_de_1.5,1_dia_a_la_semana,10-20_minutos,de_3_a_4_dolares,Uber;Cabify;Taxi_Amarillo;In_drive;Otra,menos_de_20_minutos,8-15,Electrico,SI,Velocidad_del_vehiculo,1_dolar,1_dolar,0.30_cvs,Motocicleta,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;Pago_electronico;
188,243,7/16/20-20:05:21,7/16/20-20:06:08,anonymous,,Mujer,25-34,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
189,244,7/16/20-20:13:51,7/16/20-20:16:56,anonymous,,Mujer,25-34,Norte_de_Quito,5_o_mas_dias_a_la_semana,10-20_minutos,0.50_cvs,1_dia_a_la_semana,5-10_minutos,de_3_a_4_dolares,Taxi_Amarillo;Cabify;Uber;Otra;In_drive,21_a_30_minutos,8-15,Me_es_indiferente,SI,Tiempo_de_autonomia,1.5_dolares,1.5_dolares,0.30_cvs,Bicicleta,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;Pago_electronico;
