,ID,start_time,completion_time,email,name,gender,age,start_sector,bus_frequency,bus_waiting_time,bus_avg_spending,taxi_frequency,taxi_waiting_time,taxi_avg_spending,service_freq_order,trip_avg_time,trip_avg_km,transport_energy_source,pay_more_no_gas,EV_worries,env_pay_no_more_taxi,route_pay_no_more_taxi,env_pay_no_more_bus,transport_alternatives,massive_transport_weakness
190,245,7/16/20-20:17:12,7/16/20-20:18:05,anonymous,,Mujer,35-44,Carapungo-Calderon_y_alrededores,5_o_mas_dias_a_la_semana,5-10_minutos,0.50_cvs,No_me_movilizo_en_taxi,,,,,,,,,,,,,
191,246,7/16/20-21:02:43,7/16/20-21:03:16,anonymous,,Mujer,25-34,Valle_de_Tumbaco_y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
192,247,7/16/20-23:09:08,7/16/20-23:11:55,anonymous,,Mujer,25-34,Valle_de_los_Chillos__y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
193,248,7/17/20-1:47:56,7/17/20-1:48:11,anonymous,,Mujer,18-24,Valle_de_Tumbaco_y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
194,249,1/18/21-16:13:45,1/18/21-16:16:30,anonymous,,Mujer,25-34,Norte_de_Quito,No_me_movilizo_en_bus,,,1_dia_a_la_semana,5-10_minutos,de_6_a_8_dolares,Uber;Taxi_Amarillo;Cabify;In_drive;Otra,21_a_30_minutos,8-15,Me_es_indiferente,SI,Tiempo_de_autonomia,0.25_cvs,0.5_cvs,0.20_cvs,Bicicleta;Motocicleta,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;
195,250,1/18/21-16:54:06,1/18/21-16:57:04,anonymous,,Mujer,25-34,Valle_de_los_Chillos__y_alrededores,No_me_movilizo_en_bus,,,3_dias_a_la_semana,5-10_minutos,Mas_de_8,Uber;Cabify;Taxi_Amarillo;Otra;In_drive,31_a_40_minutos,24-31,Electrico,SI,Tiempo_de_autonomia,0.75_cvs,0.75_cvs,0.25_cvs,A_pie;Bicicleta,Respeto_de_distancias_de_usuarios;
196,251,1/18/21-17:32:49,1/18/21-17:33:04,anonymous,,Mujer,25-34,Valle_de_los_Chillos__y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
197,252,1/18/21-20:51:03,1/18/21-20:54:32,anonymous,,Mujer,35-44,Valle_de_Tumbaco_y_alrededores,No_me_movilizo_en_bus,,,1_dia_a_la_semana,5-10_minutos,de_4_a_6_dolares,Uber;Taxi_Amarillo;Cabify;In_drive;Otra,21_a_30_minutos,16-23,Electrico,NO,Velocidad_del_vehiculo,0.25_cvs,0.5_cvs,0.10_cvs,Motocicleta,Limpieza;
198,253,2/1/21-15:51:02,2/1/21-15:51:28,anonymous,,Mujer,35-44,Sur_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
199,254,2/1/21-16:19:32,2/1/21-16:20:18,anonymous,,Hombre,25-34,Sur_de_Quito,2_dias_a_la_semana,5-10_minutos,1.00,No_me_movilizo_en_taxi,,,,,,,,,,,,,
200,255,2/1/21-16:21:10,2/1/21-16:24:19,anonymous,,Mujer,35-44,Norte_de_Quito,No_me_movilizo_en_bus,,,2_dias_a_la_semana,5-10_minutos,menos_de_2,Uber;Taxi_Amarillo;Cabify;In_drive;Otra,21_a_30_minutos,8-15,Electrico,SI,Tiempo_de_autonomia,0.25_cvs,0.5_cvs,0.25_cvs,Bicicleta,Limpieza;Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;
201,256,2/1/21-17:10:38,2/1/21-17:15:02,anonymous,,Hombre,35-44,Centro_de_Quito,No_me_movilizo_en_bus,,,1_dia_a_la_semana,10-20_minutos,de_2_a_3_dolares,Taxi_Amarillo;Uber;Cabify;In_drive;Otra,21_a_30_minutos,8-15,Electrico,NO,Tiempo_de_autonomia,0.25_cvs,0.5_cvs,0.10_cvs,Bicicleta;Monopatin,Respeto_de_distancias_de_usuarios;Limpieza;Falta_de_gel_hidroalcoholico;Pago_electronico;
202,257,2/1/21-18:07:15,2/1/21-18:12:55,anonymous,,Hombre,45-54,Valle_de_Tumbaco_y_alrededores,No_me_movilizo_en_bus,,,1_dia_a_la_semana,menos_de_5_minutos,de_3_a_4_dolares,Taxi_Amarillo;Uber;Cabify;In_drive;Otra,21_a_30_minutos,16-23,Electrico,SI,Tiempo_de_autonomia,0.5_cvs,1_dolar,0.30_cvs,Bicicleta,Respeto_de_distancias_de_usuarios;
203,258,2/2/21-10:41:49,2/2/21-10:44:13,anonymous,,Mujer,45-54,Norte_de_Quito,2_dias_a_la_semana,5-10_minutos,1.25,3_dias_a_la_semana,5-10_minutos,de_2_a_3_dolares,Uber;Cabify;Taxi_Amarillo;In_drive;Otra,menos_de_20_minutos,8-15,Combustible_fosil,NO,Tiempo_de_autonomia,0.25_cvs,0.5_cvs,0.10_cvs,A_pie,Limpieza;
204,259,2/2/21-11:10:29,2/2/21-11:12:18,anonymous,,Mujer,35-44,Norte_de_Quito,No_me_movilizo_en_bus,,,1_dia_a_la_semana,5-10_minutos,de_2_a_3_dolares,Uber;Cabify;Taxi_Amarillo;In_drive;Otra,menos_de_20_minutos,menos_de_8,Electrico,SI,Tiempo_de_autonomia,0.5_cvs,0.75_cvs,0.30_cvs,A_pie;Bicicleta,Respeto_de_distancias_de_usuarios;Limpieza;Pago_electronico;Falta_de_gel_hidroalcoholico;
205,260,2/2/21-11:14:12,2/2/21-11:17:28,anonymous,,Mujer,45-54,Norte_de_Quito,2_dias_a_la_semana,5-10_minutos,1.25,3_dias_a_la_semana,5-10_minutos,de_2_a_3_dolares,Cabify;Taxi_Amarillo;In_drive;Uber;Otra,menos_de_20_minutos,menos_de_8,Electrico,SI,Tiempo_de_autonomia,1_dolar,1.5_dolares,0.30_cvs,A_pie,Limpieza;Respeto_de_distancias_de_usuarios;
206,261,2/2/21-11:14:25,2/2/21-11:18:20,anonymous,,Mujer,25-34,Norte_de_Quito,No_me_movilizo_en_bus,,,1_dia_a_la_semana,5-10_minutos,de_2_a_3_dolares,Uber;Taxi_Amarillo;In_drive;Cabify;Otra,menos_de_20_minutos,menos_de_8,Electrico,SI,Tiempo_de_autonomia,1_dolar,1_dolar,0.25_cvs,A_pie,Respeto_de_distancias_de_usuarios;
207,262,2/2/21-11:44:38,2/2/21-11:47:11,anonymous,,Mujer,35-44,Norte_de_Quito,No_me_movilizo_en_bus,,,1_dia_a_la_semana,menos_de_5_minutos,menos_de_2,Taxi_Amarillo;Uber;Cabify;In_drive;Otra,menos_de_20_minutos,menos_de_8,Electrico,SI,Seguridad_del_vehiculo,0.25_cvs,0.5_cvs,0.25_cvs,A_pie,Pago_electronico;Respeto_de_distancias_de_usuarios;Limpieza;
208,263,2/2/21-11:54:47,2/2/21-11:55:11,anonymous,,Mujer,35-44,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
209,264,2/2/21-11:53:45,2/2/21-11:55:59,anonymous,,Mujer,25-34,Norte_de_Quito,No_me_movilizo_en_bus,,,2_dias_a_la_semana,menos_de_5_minutos,de_2_a_3_dolares,Cabify;Taxi_Amarillo;Uber;In_drive;Otra,menos_de_20_minutos,menos_de_8,Electrico,SI,Tiempo_de_autonomia,1.5_dolares,1.5_dolares,0.30_cvs,Bicicleta;A_pie;Motocicleta;Monopatin,Limpieza;Respeto_de_distancias_de_usuarios;Pago_electronico;
210,265,2/2/21-11:56:42,2/2/21-11:57:21,anonymous,,Mujer,25-34,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
211,266,2/2/21-11:57:10,2/2/21-11:59:14,anonymous,,Mujer,35-44,Norte_de_Quito,No_me_movilizo_en_bus,,,1_dia_a_la_semana,menos_de_5_minutos,de_2_a_3_dolares,Taxi_Amarillo;Otra;Cabify;Uber;In_drive,21_a_30_minutos,menos_de_8,Electrico,SI,"Confort_(calidad_del_aire,ruido)",0.75_cvs,1_dolar,0.30_cvs,Bicicleta,Respeto_de_distancias_de_usuarios;Falta_de_gel_hidroalcoholico;Pago_electronico;
212,267,2/2/21-11:58:03,2/2/21-12:08:53,anonymous,,Mujer,35-44,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
213,268,2/2/21-12:20:26,2/2/21-12:22:32,anonymous,,Mujer,35-44,Valle_de_los_Chillos__y_alrededores,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
214,269,2/2/21-14:49:21,2/2/21-14:49:42,anonymous,,Mujer,35-44,Norte_de_Quito,No_me_movilizo_en_bus,,,No_me_movilizo_en_taxi,,,,,,,,,,,,,
215,270,2/2/21-17:01:58,2/2/21-17:07:24,anonymous,,Mujer,25-34,Valle_de_los_Chillos__y_alrededores,3_dias_a_la_semana,menos_de_5_minutos,1.25,1_dia_a_la_semana,5-10_minutos,menos_de_2,Taxi_Amarillo;Uber;Cabify;In_drive;Otra,Mas_de_50_minutos,32-39,Electrico,SI,Tiempo_de_autonomia,0.5_cvs,0.75_cvs,0.20_cvs,Bicicleta,Respeto_de_distancias_de_usuarios;
216,271,2/2/21-15:31:33,2/2/21-19:42:24,anonymous,,Mujer,35-44,Norte_de_Quito,No_me_movilizo_en_bus,,,1_dia_a_la_semana,menos_de_5_minutos,de_3_a_4_dolares,Uber;Taxi_Amarillo;Cabify;In_drive;Otra,menos_de_20_minutos,8-15,Combustible_fosil,NO,Tiempo_de_autonomia,0.25_cvs,0.5_cvs,0.25_cvs,Monopatin,Limpieza;Pago_electronico;
