0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,scale,bins,height,width,channels,IMAGENAME,HUMIDITY
0.0,0.0,0.0,0.0,0.0,5.883558e-06,5.883558e-06,1.7650675e-05,4.1184907e-05,8.825337e-05,0.00068249274,0.0014297046,0.009519597,0.028664695,0.029576646,0.036995813,0.043220617,0.07493299,0.102662206,0.15214881,0.2086192,0.19726394,0.25444034,0.25719386,0.28001028,0.327167,0.3553316,0.28470537,0.30157354,0.26424825,0.23530114,0.19430451,0.13138573,0.13683979,0.11199353,0.083187625,0.10087948,0.1361926,0.09977926,0.039361004,0.0030829844,0.00031182857,0.00022945876,0.00015885607,25,44,1008,756,3,IMG_7700.HEIC,10
0.0,2.4467408e-05,2.4467408e-05,3.0584262e-05,6.116852e-06,1.8350556e-05,2.4467408e-05,3.6701113e-05,8.5635926e-05,0.00015903816,0.00036701112,0.0012600715,0.0043919,0.022332627,0.025134144,0.03332461,0.036340218,0.059315115,0.09097594,0.1360082,0.17055006,0.15722756,0.20078567,0.21979685,0.23522967,0.24965931,0.27217546,0.24844207,0.29605564,0.27221826,0.26546526,0.27019972,0.21060933,0.23359646,0.22251272,0.20446801,0.19802697,0.14341572,0.10245115,0.06590908,0.011261125,0.0010398648,0.0002446741,0.00013457074,25,44,1008,756,3,IMG_7703.HEIC,10
0.0,0.0,0.0,0.0,6.0853367e-06,1.21706735e-05,1.21706735e-05,2.4341347e-05,4.8682694e-05,7.910938e-05,0.00014604809,0.0010405926,0.0022820013,0.020349367,0.048433196,0.042049676,0.03253221,0.047063995,0.07088809,0.10982207,0.16155352,0.16179085,0.2116906,0.22147582,0.22823665,0.25032032,0.28020543,0.25681338,0.31519002,0.30446157,0.26629433,0.24749672,0.19728053,0.22326492,0.20892178,0.1910674,0.19540624,0.15344785,0.09870416,0.06956148,0.017349295,0.0015943582,0.00030426684,9.736539e-05,25,44,1008,756,3,IMG_7705.HEIC,10
0.0,0.0,0.0,0.0,3.621003e-05,2.414002e-05,4.2245032e-05,3.0175024e-05,7.242006e-05,0.0001267351,0.0002534702,0.00092335575,0.0017561864,0.013717566,0.035347022,0.03197949,0.031080276,0.04776706,0.08249851,0.1455945,0.19454442,0.18698256,0.2452807,0.24773091,0.24506947,0.2710864,0.29242617,0.25690413,0.2961739,0.27319863,0.24882929,0.23097171,0.18011472,0.20693429,0.18338569,0.18347622,0.18939656,0.15035611,0.08249248,0.03748945,0.0038925782,0.00053711544,0.0002655402,0.00017501514,25,44,1008,756,3,IMG_7707.HEIC,10
0.0,0.0,0.0,0.0,0.0,1.7804061e-05,2.9673432e-05,2.3738747e-05,2.9673432e-05,7.715093e-05,0.00010682436,0.000587534,0.001970316,0.012907944,0.036320284,0.040302455,0.04066447,0.07531711,0.10693119,0.14579745,0.20685351,0.18879426,0.254693,0.26910242,0.29478183,0.32251462,0.3386332,0.27352378,0.30040196,0.25098976,0.21697214,0.18931651,0.13452747,0.15075292,0.14928111,0.10458105,0.10341191,0.16516232,0.105803594,0.037050247,0.0033352938,0.00043323214,0.00041542808,0.00010088967,25,44,1008,756,3,IMG_7708.HEIC,10
0.0,0.0,0.0,0.0,0.0,6.0488746e-06,6.0488746e-06,0.0,3.6293248e-05,4.2342122e-05,0.00012097749,0.0010343576,0.002026373,0.03332325,0.026246067,0.030849261,0.037158236,0.063307524,0.08877933,0.11449915,0.14418098,0.14900798,0.23955359,0.26832202,0.26390636,0.27945802,0.28702515,0.23814419,0.2827365,0.2763126,0.26427534,0.24972174,0.2045427,0.24736267,0.2219695,0.16021654,0.09768327,0.11919308,0.12180619,0.07991169,0.014825792,0.0011613839,0.0004294701,0.00035083474,25,44,1008,756,3,IMG_7711.HEIC,10
0.0,0.0,0.0,0.0,0.0,5.8426626e-06,5.8426626e-06,0.0,0.000116853254,0.0010925779,0.0012503298,0.006315918,0.027927928,0.01542463,0.019514494,0.030539598,0.035026763,0.046425797,0.05253722,0.07468092,0.11723302,0.13849448,0.20984507,0.2351438,0.2683243,0.29586658,0.312413,0.28429228,0.3411472,0.28393003,0.23009574,0.20485544,0.16564533,0.21838704,0.24182196,0.23360133,0.1533582,0.08378378,0.041529644,0.05339025,0.021933356,0.002564929,0.0024071771,0.0014606656,25,44,1008,756,3,IMG_7712.HEIC,10
0.0,0.0,0.0,0.0,5.8486544e-06,1.1697309e-05,2.9243272e-05,2.3394618e-05,9.9427125e-05,0.0010176658,0.0022458832,0.004907021,0.010761524,0.018926246,0.018902851,0.025102425,0.031582735,0.063744485,0.062797,0.084039316,0.12800366,0.15222877,0.2522115,0.31619582,0.3155349,0.30775034,0.3170848,0.2761793,0.29504123,0.24814086,0.19695343,0.15122865,0.104205474,0.12774631,0.14521039,0.1933916,0.2664062,0.1717165,0.09395278,0.05263789,0.013317386,0.002859992,0.0028249,0.0019359046,25,44,1008,756,3,IMG_7715.HEIC,10
0.0,0.0,0.0,0.0,5.37482e-06,0.0,0.0,1.074964e-05,2.6874099e-05,0.0002418669,0.0010104661,0.0048749615,0.021977639,0.022026012,0.01371654,0.025288528,0.03458159,0.04422402,0.032297295,0.047309164,0.072882555,0.08406218,0.1500381,0.21207426,0.24388245,0.27076194,0.32593983,0.33912963,0.40383172,0.3557862,0.30117804,0.25391188,0.17909437,0.18240526,0.14976399,0.11634873,0.081519894,0.05452217,0.038161222,0.02433181,0.0036548777,0.0017736906,0.002149928,0.001074964,25,44,1008,756,3,IMG_7717.HEIC,10
0.00435152,9.370703e-05,0.00012884717,8.785034e-05,0.0001112771,0.000117133786,0.000105420404,4.6853515e-05,8.785034e-05,9.956372e-05,0.00017570068,0.0033148862,0.0043163802,0.026431238,0.017160099,0.021921588,0.035245556,0.05501774,0.05618322,0.08679028,0.12340044,0.1241501,0.19274364,0.25091228,0.27171525,0.29207894,0.31468576,0.2962079,0.32569635,0.2630239,0.22411793,0.22009438,0.18788844,0.24139516,0.24284177,0.2185248,0.13853413,0.08576536,0.04744504,0.055468705,0.027204322,0.0037717079,0.002430526,0.0011947646,25,44,1008,756,3,IMG_7720.HEIC,10
0.0,0.0,0.0,0.0,5.455873e-06,5.455873e-06,1.0911746e-05,1.636762e-05,1.636762e-05,3.273524e-05,6.0014605e-05,0.00032735238,0.0028479658,0.021861684,0.03214055,0.019215586,0.028539672,0.056102745,0.03893311,0.044798173,0.072132096,0.09083483,0.16305423,0.20038876,0.27660185,0.3638358,0.3768044,0.28771,0.32335323,0.3241116,0.31262153,0.2582701,0.16110648,0.14838338,0.13039537,0.12014924,0.11707213,0.08127069,0.035806894,0.028921584,0.029107083,0.007010797,0.0025642605,0.0012166597,25,44,1008,756,3,IMG_7726.HEIC,10
0.0,0.0,0.0,1.1251903e-05,0.0,1.6877853e-05,5.6259516e-05,4.500761e-05,4.500761e-05,6.751141e-05,9.001522e-05,0.00014627473,0.0011758239,0.0072237216,0.03820021,0.01777238,0.022154996,0.04059124,0.05591633,0.06438901,0.09156236,0.122488216,0.23837157,0.29215565,0.27290928,0.30297998,0.31944716,0.25123248,0.3052416,0.30534288,0.2826478,0.26425657,0.19173805,0.17540592,0.18968458,0.18116689,0.11596211,0.059944514,0.03279367,0.033547547,0.007088699,0.0017384189,0.0011814497,0.00045570207,25,44,1008,756,3,IMG_7732.HEIC,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8423803e-05,6.253237e-05,0.00013643426,0.0011824302,0.0055369567,0.021334907,0.029560756,0.022551445,0.04405121,0.060980428,0.08355461,0.1351893,0.16701826,0.24839562,0.2896613,0.26191968,0.29955846,0.32408252,0.24903232,0.30543083,0.3048396,0.30091143,0.26357394,0.17041776,0.13904357,0.099926725,0.12550247,0.17747255,0.113712266,0.05365277,0.02564964,0.0037348878,0.0021090463,0.0017224825,0.000522998,25,44,1008,756,3,IMG_7741.HEIC,10
0.0,0.0,0.0,1.1480307e-05,1.1480307e-05,2.8700768e-05,6.888184e-05,2.8700768e-05,6.314169e-05,5.166138e-05,6.314169e-05,0.00027552736,0.0019057309,0.006693019,0.035640612,0.024694141,0.021416513,0.045163527,0.07036854,0.092163906,0.1433546,0.15040924,0.23581699,0.2498287,0.23508799,0.27931014,0.3181308,0.25011572,0.30511785,0.31884256,0.33658537,0.29647318,0.19689874,0.17431699,0.11878674,0.0966527,0.11848251,0.12882052,0.051908206,0.034934573,0.027437933,0.0051316973,0.00225014,0.00092990487,25,44,1008,756,3,IMG_7745.HEIC,10
0.0,0.0,0.0,5.830317e-06,2.3321269e-05,5.8303172e-05,4.6642537e-05,5.2472853e-05,5.2472853e-05,6.9963804e-05,0.000110776025,0.00014575793,0.0018831925,0.021432245,0.03030599,0.022021107,0.03211922,0.059603333,0.07598653,0.089267984,0.14146681,0.19233051,0.3335991,0.34816906,0.31722173,0.30976474,0.2729113,0.21318555,0.24658744,0.23632024,0.24778847,0.23387735,0.16664796,0.17118394,0.13984598,0.1505213,0.16144148,0.10573863,0.045266584,0.04133112,0.026627058,0.004885806,0.0025536788,0.0005305589,25,44,1008,756,3,IMG_7747.HEIC,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7080249e-05,3.4160497e-05,5.1240742e-05,0.00018218931,0.0014973683,0.015298208,0.023821251,0.02136739,0.020507684,0.030676125,0.058596637,0.07367849,0.08873758,0.14919028,0.19293848,0.35369778,0.3551553,0.31123626,0.28183547,0.26516515,0.24657615,0.29929718,0.27243564,0.24007997,0.20389831,0.13549191,0.12974726,0.12047838,0.15053391,0.13856636,0.07424784,0.031854663,0.035441514,0.011591795,0.0027840803,0.0015372223,0.00040992594,25,44,1008,756,3,IMG_7748.HEIC,10
0.0,0.0,1.1778422e-05,0.0,2.3556844e-05,3.5335266e-05,8.2448954e-05,2.9446055e-05,1.7667633e-05,4.1224477e-05,8.2448954e-05,0.0002120116,0.001283848,0.008539356,0.032667454,0.036754567,0.03174285,0.05674844,0.07644196,0.07986359,0.097525336,0.102837406,0.19237109,0.31349447,0.3450312,0.34605005,0.2954205,0.24191701,0.26633957,0.24968489,0.24384278,0.23113386,0.17508624,0.18945591,0.17072234,0.1558344,0.20227674,0.1531077,0.08178347,0.04327981,0.038692117,0.022832472,0.0033568502,0.0012072882,25,44,1008,756,3,IMG_7751.HEIC,10
0.0,0.0,0.0,0.0,5.8584806e-06,5.8584806e-06,0.0,5.8584806e-06,2.9292403e-05,0.00054483867,0.0021676377,0.010328501,0.010844047,0.025771456,0.022801206,0.020528115,0.02401977,0.047658738,0.0720183,0.09960589,0.15673779,0.17768186,0.2392369,0.24309179,0.30100873,0.32235703,0.3316486,0.25240678,0.29368564,0.28232017,0.279637,0.2557051,0.17692025,0.17092118,0.13700056,0.1241412,0.13314569,0.11012186,0.05379257,0.032520425,0.035033714,0.015835473,0.0024195525,0.00073816854,25,44,1008,756,3,IMG_7757.HEIC,10
0.0,0.0,0.0,0.0,0.0,0.0,2.4648314e-05,1.8486237e-05,0.0,0.00071480114,0.0020149997,0.006125106,0.013766084,0.033546355,0.046147805,0.064874366,0.07318085,0.10484777,0.106714875,0.15361446,0.18554635,0.13015543,0.17291409,0.2211077,0.28614843,0.3419707,0.29066524,0.2391441,0.26567802,0.2545801,0.25759336,0.23639582,0.17135508,0.16292536,0.14125949,0.11622296,0.22749162,0.24838722,0.09273312,0.03458775,0.0071726595,0.0032843878,0.0020088376,0.00088117726,25,44,1008,756,3,IMG_7761.HEIC,10
0.0,0.0,6.23063e-06,1.246126e-05,1.869189e-05,6.23063e-06,1.246126e-05,6.23063e-06,7.476756e-05,0.001532735,0.00434898,0.017389689,0.017352303,0.020916225,0.019875709,0.038667288,0.049988344,0.07668659,0.09916048,0.13796484,0.18248892,0.18713073,0.2632254,0.2758736,0.27341872,0.31807366,0.2948334,0.22100045,0.23401,0.21858296,0.21329315,0.1926947,0.14855067,0.17568508,0.19539878,0.22687593,0.2456675,0.18071319,0.08790173,0.06282967,0.038910285,0.020336775,0.0051278085,0.0013956612,25,44,1008,756,3,IMG_7781.HEIC,11
0.0,0.0,0.0,1.8040875e-05,3.0068124e-05,4.2095373e-05,4.2095373e-05,2.40545e-05,0.00010223162,0.0008960301,0.0016898286,0.008088325,0.019057177,0.027891193,0.021973785,0.032708105,0.042841062,0.066360354,0.07420212,0.10806484,0.14985953,0.16903096,0.26427475,0.28991085,0.30710378,0.3189807,0.30974978,0.22902289,0.25892264,0.25053963,0.24631807,0.21682726,0.1697466,0.18949534,0.19971249,0.17752822,0.17431694,0.12447602,0.0527876,0.03489105,0.027301857,0.013127743,0.003493916,0.0012207659,25,44,1008,756,3,IMG_7782.HEIC,11
0.0,0.0,0.0,2.4780396e-05,1.8585297e-05,0.0,1.2390198e-05,1.8585297e-05,0.00021682847,0.0019204807,0.0046958853,0.016937401,0.02217226,0.02030134,0.019322515,0.032121588,0.041885067,0.088577524,0.11451641,0.15904059,0.19987248,0.18211113,0.2608942,0.26817966,0.2928795,0.3197043,0.33734173,0.22712472,0.23337558,0.21304946,0.20283374,0.19147193,0.14987184,0.17098473,0.17978798,0.19520757,0.21685325,0.15992649,0.07484299,0.0534699,0.037672397,0.024315763,0.006120758,0.0012885806,25,44,1008,756,3,IMG_7785.HEIC,11
0.0,0.0,6.0126376e-06,0.0,6.0126376e-06,6.0126376e-06,1.8037914e-05,3.6075828e-05,7.2151655e-05,0.001659488,0.0077563026,0.022162583,0.018422721,0.016330324,0.015584757,0.026112886,0.03763911,0.059026062,0.07476715,0.12508692,0.17410795,0.18159969,0.28572053,0.3023575,0.3104926,0.35333866,0.35831112,0.2529637,0.23456502,0.20149551,0.18904935,0.17157663,0.13061252,0.15512004,0.16558804,0.16338742,0.17241238,0.14997923,0.08508483,0.06049916,0.040651444,0.030766666,0.006487636,0.0010582242,25,44,1008,756,3,IMG_7786.HEIC,11
0.0,0.0,0.0,0.0,5.8362616e-06,5.8362616e-06,2.3345046e-05,1.1672523e-05,9.3380186e-05,0.0010271821,0.002118563,0.011462417,0.016125591,0.019872472,0.013575144,0.021127267,0.030103438,0.052864857,0.06726875,0.099864274,0.13517365,0.15147433,0.24599259,0.28871402,0.31393835,0.3564672,0.34873998,0.26904,0.2793235,0.24984452,0.22244327,0.18488109,0.13493437,0.16636264,0.18503284,0.17603916,0.15290421,0.10773155,0.051884364,0.038863666,0.030990548,0.017001031,0.0032683066,0.00091629307,25,44,1008,756,3,IMG_7789.HEIC,11
0.0,0.0,5.925509e-06,1.7776527e-05,1.1851018e-05,5.925509e-05,2.9627545e-05,4.147856e-05,5.925509e-05,0.0003436795,0.001339165,0.0055285,0.014161967,0.022570264,0.01984453,0.022801358,0.03483607,0.06449324,0.08717016,0.10879234,0.13686147,0.15241002,0.25102827,0.2666301,0.29278532,0.35811406,0.3474837,0.26114902,0.26664197,0.24319474,0.22621223,0.1947537,0.14205815,0.17860669,0.208015,0.19627656,0.1594673,0.09847011,0.052825913,0.042888835,0.03512049,0.018404631,0.0031108921,0.0009066029,25,44,1008,756,3,IMG_7793.HEIC,11
0.0,0.0,0.0,0.0,1.6952703e-05,1.1301802e-05,0.00014127253,0.0007176644,0.0043285904,0.0019608627,0.0012940563,0.0020343245,0.0027689415,0.0043681464,0.013590417,0.047292393,0.05229909,0.075784236,0.09187235,0.13233845,0.17289497,0.15678425,0.20570976,0.23026292,0.25631922,0.29374513,0.33422256,0.3125683,0.40079582,0.35383117,0.24815367,0.17947827,0.112837195,0.105869636,0.08669047,0.06934786,0.09323422,0.13780853,0.08504041,0.032436173,0.005334451,0.0013053581,0.0005424865,0.00022603605,25,44,1008,756,3,IMG_7795.HEIC,11
0.0,0.0,0.0,1.8056733e-05,3.0094558e-05,4.815129e-05,4.815129e-05,1.8056733e-05,3.6113466e-05,0.00015649169,0.0013181416,0.0058503817,0.02354598,0.019982785,0.019140137,0.022534804,0.03660702,0.06053821,0.07707216,0.10398873,0.1536628,0.16096976,0.22230247,0.25955352,0.30759045,0.34443823,0.31876758,0.22490866,0.24951397,0.2383549,0.23489404,0.21424314,0.16934207,0.20168169,0.21914856,0.22003937,0.19194308,0.12290015,0.055608723,0.04180134,0.037016306,0.022588974,0.0034789308,0.001017196,25,44,1008,756,3,IMG_7797.HEIC,11
0.0,0.0,5.7875513e-06,5.7875513e-06,1.1575103e-05,3.4725308e-05,5.2087962e-05,4.051286e-05,6.3663065e-05,0.000104175924,0.0002141394,0.0026275483,0.012825213,0.022322586,0.020898849,0.022380462,0.028850943,0.055647306,0.06748285,0.099163905,0.13869867,0.16419862,0.23513085,0.22750285,0.27516913,0.3413845,0.3387454,0.2908997,0.3274886,0.28011748,0.24119042,0.20741427,0.15735774,0.19245923,0.19323477,0.15977114,0.120676234,0.07712491,0.03760172,0.029070871,0.025771966,0.013583383,0.0022802951,0.000787107,25,44,1008,756,3,IMG_7799.HEIC,11
0.0,0.0,0.0,0.0,0.0,5.7628195e-06,1.1525639e-05,5.7628195e-06,5.1865376e-05,0.00011525639,0.00058204477,0.002558692,0.012695491,0.021161074,0.025558105,0.024981823,0.0313094,0.05717293,0.0780401,0.12000495,0.16007383,0.17177813,0.2460724,0.24807209,0.26442698,0.28697112,0.3138201,0.28372666,0.35200453,0.32346705,0.26508394,0.21705659,0.16908689,0.19059373,0.15756701,0.12513962,0.087249085,0.056930892,0.032266025,0.031113463,0.025235387,0.007699127,0.0013369741,0.0005186538,25,44,1008,756,3,IMG_7800.HEIC,11
0.0,0.0,0.0,0.0,0.0,0.0,5.8048295e-06,1.1609659e-05,2.3219318e-05,5.8048296e-05,0.0012538432,0.0036802618,0.017542195,0.023846239,0.024031995,0.022371814,0.02700987,0.05251049,0.08874423,0.15115196,0.20256533,0.16446823,0.21581195,0.2587909,0.28549314,0.36951223,0.3854523,0.28696173,0.28219017,0.23911254,0.21511537,0.18080303,0.12990047,0.14298455,0.15341003,0.15731087,0.14252597,0.09209362,0.037017398,0.028983513,0.027108554,0.010355816,0.0025309057,0.00081848097,25,44,1008,756,3,IMG_7802.HEIC,11
0.0,0.0,0.0,1.2073277e-05,1.2073277e-05,1.2073277e-05,4.8293106e-05,6.0366383e-05,2.4146553e-05,0.00014487932,0.0017144053,0.0062660305,0.013256458,0.020886768,0.023518743,0.030153008,0.038598265,0.07320631,0.11600608,0.14914723,0.16358685,0.154876,0.24180962,0.25893557,0.26959628,0.32336462,0.36999762,0.2615796,0.2583681,0.22543825,0.20939288,0.18954441,0.1520086,0.16234331,0.15359622,0.20966452,0.23385333,0.1463764,0.057203185,0.042002928,0.029150926,0.011336807,0.0024388018,0.0006761035,25,44,1008,756,3,IMG_7805.HEIC,11
0.0,0.0,0.0,0.0,0.0,5.9616855e-06,0.0,5.9616855e-06,1.7885057e-05,7.154023e-05,0.0010015632,0.0039287508,0.011094697,0.017479662,0.024729071,0.030601332,0.034154497,0.06743859,0.10868749,0.17108846,0.18357222,0.16479291,0.24921037,0.24079844,0.25537476,0.32019615,0.3972748,0.26206377,0.2601918,0.24013072,0.22437996,0.19053547,0.13503218,0.13999826,0.16646814,0.21295737,0.1915728,0.10973675,0.044658985,0.03625301,0.028258389,0.015792504,0.0029868043,0.0005484751,25,44,1008,756,3,IMG_7806.HEIC,11
0.0,0.0,0.0,1.2109015e-05,6.0545076e-06,3.0272538e-05,7.265409e-05,4.2381555e-05,3.0272538e-05,7.265409e-05,0.000762868,0.003408688,0.012448068,0.020809343,0.031156495,0.038639866,0.041309904,0.061507743,0.08799016,0.14803271,0.18011555,0.16381681,0.2425133,0.26346794,0.26033777,0.31221884,0.37302426,0.262693,0.2549008,0.23251732,0.23032558,0.21522564,0.16356252,0.1738673,0.17346165,0.20035577,0.18474118,0.12144131,0.054514788,0.043501638,0.031253368,0.022050517,0.006599413,0.0009868847,25,44,1008,756,3,IMG_7809.HEIC,11
0.0,0.0,1.2000406e-05,0.0,1.800061e-05,4.8001624e-05,5.4001826e-05,3.600122e-05,7.800264e-05,0.00013800467,0.00023400792,0.00236408,0.007734262,0.013968472,0.02246476,0.030739041,0.039505336,0.076880604,0.10191945,0.10957571,0.13362452,0.16743566,0.2922639,0.29676405,0.2634809,0.28893378,0.30772042,0.20809305,0.23969612,0.23795605,0.2274677,0.206527,0.1540372,0.177186,0.24443027,0.28614968,0.19564863,0.09571524,0.04614156,0.04614156,0.030613035,0.016650563,0.0035221193,0.00047401604,25,44,1008,756,3,IMG_7810.HEIC,11
0.0,0.0,0.0,6.0561347e-06,2.4224539e-05,5.4505213e-05,4.239294e-05,5.4505213e-05,7.267362e-05,0.000496603,0.0046389992,0.011470319,0.018162347,0.016581697,0.027622031,0.040503427,0.041684374,0.06630256,0.086148515,0.12292136,0.18012762,0.20648997,0.26369017,0.29980895,0.2959633,0.30765164,0.30575,0.2313504,0.23858748,0.21321833,0.19010812,0.16639836,0.12244293,0.15621799,0.243929,0.28939238,0.19114372,0.10733288,0.054032832,0.051349968,0.03876532,0.020863384,0.0030704602,0.0005935012,25,44,1008,756,3,IMG_7813.HEIC,11
0.0,0.0,0.0,1.2015017e-05,1.8022525e-05,4.205256e-05,5.4067576e-05,3.604505e-05,7.809761e-05,9.612014e-05,6.60826e-05,0.005659073,0.01916996,0.015259071,0.024006004,0.037985478,0.04028635,0.06951288,0.07415669,0.09822276,0.1319309,0.15739672,0.26453462,0.31607905,0.31639746,0.31373614,0.31381422,0.22832738,0.24112336,0.22193539,0.20949985,0.18897219,0.13520499,0.151209,0.19923902,0.281638,0.20167206,0.13248359,0.06220775,0.052745923,0.04229887,0.026348932,0.003934918,0.0006187734,25,44,1008,756,3,IMG_7815.HEIC,11
